TITLE = "Analytic sol"
VARIABLES = "x", "T"
ZONE T = "Numerical", I = 100, F = Point
0 0
1 0.000608882
2 0.00121715
3 0.0018242
4 0.00242941
5 0.00303217
6 0.00363189
7 0.00422795
8 0.00481976
9 0.00540672
10 0.00598825
11 0.00656375
12 0.00713264
13 0.00769437
14 0.00824835
15 0.00879403
16 0.00933087
17 0.00985833
18 0.0103759
19 0.010883
20 0.0113791
21 0.0118638
22 0.0123366
23 0.0127969
24 0.0132444
25 0.0136786
26 0.014099
27 0.0145052
28 0.0148969
29 0.0152735
30 0.0156348
31 0.0159803
32 0.0163098
33 0.0166229
34 0.0169192
35 0.0171985
36 0.0174605
37 0.017705
38 0.0179316
39 0.0181402
40 0.0183306
41 0.0185025
42 0.0186558
43 0.0187903
44 0.0189059
45 0.0190025
46 0.0190799
47 0.0191382
48 0.0191772
49 0.0191968
50 0.0191972
51 0.0191783
52 0.01914
53 0.0190825
54 0.0190058
55 0.0189099
56 0.018795
57 0.0186611
58 0.0185085
59 0.0183373
60 0.0181475
61 0.0179395
62 0.0177134
63 0.0174695
64 0.017208
65 0.0169291
66 0.0166332
67 0.0163205
68 0.0159914
69 0.0156461
70 0.0152851
71 0.0149087
72 0.0145172
73 0.0141111
74 0.0136908
75 0.0132566
76 0.0128091
77 0.0123487
78 0.0118758
79 0.0113909
80 0.0108945
81 0.0103871
82 0.00986926
83 0.00934144
84 0.00880418
85 0.00825804
86 0.00770355
87 0.00714129
88 0.00657181
89 0.0059957
90 0.00541353
91 0.00482589
92 0.00423337
93 0.00363658
94 0.00303612
95 0.00243258
96 0.00182659
97 0.00121875
98 0.000609685
99 0
